78-93-3;7732-18-5;6811.3433;1888.8509;2-Butanone/Water p279 1/1a
78-84-2;7732-18-5;11499.3532;2468.8767;Isobutyraldehyde/Water p280 1/1a
109-99-9;7732-18-5;1140.7179;1819.4033;Tetrahydrofuran/Water p286 1/1a
7732-18-5;123-91-1;1696.9831;-219.3897;Water/1,4-dioxane p303 1/1a
141-78-6;7732-18-5;1741.9252;2377.9564;Ethylacetate/Water p304 1/1a
7732-18-5;126-33-0;1303.3407;257.4018;Water/Sulfolane p307 1/1a
7732-18-5;127-19-5;1367.6938;-947.8852;Water/N,n-dimethylacetamide p325 1/1a
7732-18-5;110-91-8;2578.6032;-1716.4844;Water/Morpholine p327 1/1a
7732-18-5;71-36-3;1565.1326;1809.8711;Water/n-butanol p336 1/1a
78-83-1;7732-18-5;11814.8851;1643.6524;isobutanol/Water p339 1/1a
75-65-0;7732-18-5;1197.1859;1414.6647;Tert-butanol/Water p343 1/1a
60-29-7;7732-18-5;1351.9511;3706.1569;Diethylether/Water p344 1/1a
7732-18-5;110-63-4;1561.7932;215.7977;Water/1,4-butanediol p346 1/1a
7732-18-5;513-85-9;481.7082;1495.689;Water/2,3-butanediol p351 1/1a
7732-18-5;111-46-6;1240.7215;-111.2383;Water/diethyleneglycol p352 1/1a
109-73-9;7732-18-5;1445.7991;1007.3293;n-Butylamine/Water p354 1/1a
109-89-7;7732-18-5;198.1828;1162.3436;Diethylamine/Water p355 1/1a
7732-18-5;98-01-1;1670.3195;1683.5106;Water/Furfural p361 1/1a
7732-18-5;110-86-1;966.4397;1214.8464;Water/Pyridine p374 1/1a
7732-18-5;120-94-5;1489.0589;-1202.5857;Water/n-Methylpyrrolidone p380 1/1a
7732-18-5;123-51-3;1299.8678;1955.4083;Water/3-methylbutanol p382 1/1a
7732-18-5;75-85-4;1946.2507;8884.9541;Water/2-methyl-2-butanol p384 1/1a
7732-18-5;108-95-2;1089.3663;2116.5925;Water/Phenol p399 1/1a
7732-18-5;62-53-3;1710.5187;9272.5895;Water/Aniline p401 1/1a
7732-18-5;109-06-8;804.6477;7509.1743;Water/2-methylpyridine p402 1/1a
7732-18-5;108-99-6;1268.5915;1852.9311;Water/3-methylpyridine p406 1/1a
7732-18-5;108-89-4;865.887;9163.4352;Water/4-methylpyridine p408 1/1a
7732-18-5;100-63-0;1883.8725;341.5435;Water/Phenylhydrazine p409 1/1a
7732-18-5;108-94-1;1458.9779;4163.0033;Water/Cyclohexanone p410 1/1a
7732-18-5;141-79-7;2127.0781;1219.3478;Water/Mesityloxide p411 1/1a
7732-18-5;108-93-0;1849.5584;13413.5007;Water/Cyclohexanol p415 1/1a
7732-18-5;123-86-4;2296.5866;3215.3409;Water/n-Butylacetate p418 1/1a
7732-18-5;123-42-2;1605.1265;132.2708;Water/Diacetonealcohol p419 1/1a
108-20-3;7732-18-5;2616.9493;3268.1641;Diisopropylether/Water p421 1/1a
7732-18-5;111-27-3;2035.9324;9281.0246;Water/1-hexanol p426 1/1a
7732-18-5;626-93-7;2210.7204;9285.8501;Water/2-hexanol p427 1/1a
7732-18-5;111-76-2;1312.9966;11433.936;Water/2-butoxy-ethanol p433 1/1a
121-44-8;7732-18-5;10667.6107;2207.4385;Triethylamine/Water p444 1/1a
7732-18-5;100-51-6;1700.3511;11127.7871;Water/Benzylalcohol p450 1/1a
7732-18-5;108-48-5;1105.3097;8192.214;Water/2,6-dimethylpyridine p457 1/1a
7732-18-5;123-92-2;2622.5905;3410.8117;Water/Isopentylacetate p459 1/1a
7732-18-5;98-86-2;2225.8336;1803.23;Water/Acetophenone p460 1/1a
7732-18-5;91-22-5;909.3783;3220.57;Water/Quinoline p464 1/1a
7732-18-5;98-82-8;2978.1169;1684.8116;Water/Isopropylbenzene p465 1/1a
67-56-1;56-23-5;2247.3808;134.489;Methanol/Tetrachloromethane p18 1/2c
67-56-1;75-25-2;1377.3042;81.6493;Methanol/Tribromomethane p19 1/2c
75-09-2;67-56-1;-180.8154;2137.9296;Dichloromethane/Methanol p26 1/2c
67-56-1;75-12-7;-51.6493;517.7874;Methanol/Formamide p30 1/2c
151-67-7;67-56-1;-700.7422;2457.5998;Halothane/Methanol p33 1/2c
75-01-4;67-56-1;-129.2581;8985.5209;VinylCloride/Methanol p36 1/2c
67-56-1;75-05-8;504.3124;196.7513;Methanol/Acetonitrile p42 1/2c
67-56-1;107-06-2;1546.6607;91.6875;Methanol/1,2-Dichloroethane p44 1/2c
67-56-1;64-19-7;-93.6182;-67.5078;Methanol/AceticAcid p46 1/2c
107-31-3;67-56-1;107.8642;898.8309;MethylFormate/Methanol p51 1/2c
67-56-1;67-68-5;-75.9373;-575.1219;Methanol/Dimethylsulfoxide p61 1/2c
124-40-3;67-56-1;-195.6061;-5997.6526;Dimethylamine/Methanol p64 1/2c
123-38-6;67-56-1;-717.8108;523.3134;PropionicAldehyde/Methanol p79 1/2c
75-56-9;67-56-1;-294.1276;1105.5422;PropyleneOxide/Methanol p80 1/2c
79-20-9;67-56-1;-31.1923;813.1843;MethylAcetate/Methanol p86 1/2c
67-56-1;79-09-4;-0.3127;65.5996;Methanol/Propionic Acid p87 1/2c
67-56-1;68-12-2;546.3063;-799.3197;Methanol/n,n-Dimethylformamide p88 1/2c
67-56-1;71-23-8;150.2057;-33.8819;Methanol/Propanol p96 1/2c
109-87-5;67-56-1;131.9538;939.2873;Dimethoxymethane/Methanol p97 1/2c
67-56-1;110-02-1;1466.1473;-262.0228;Methanol/Thiophene p101 1/2c
106-99-0;67-56-1;36.1781;2193.5235;1,3-Butadiene/Methanol p103 1/2c
67-56-1;96-33-3;810.8254;101.9879;Methanol/Methylacrylate p104 1/2c
115-11-7;67-56-1;112.7779;2424.2111;Isobutylene/Methanol p105 1/2c
67-56-1;78-93-3;767.503;-217.592;Methanol/2-Butanone p106 1/2c
67-56-1;109-99-9;801.1134;-223.1602;Methanol/Tetrahydrofuran p111 1/2c
67-56-1;123-91-1;650.0998;69.3923;Methanol/1,4-Dioxane p116 1/2c
67-56-1;141-78-6;1010.9043;-185.8564;Methanol/Ethylacetate p117 1/2c
67-56-1;126-33-0;901.6935;303.154;Methanol/Sulfolane p120 1/2c
106-97-8;67-56-1;382.3429;2283.8726;Butane/Methanol p126 1/2c
67-56-1;71-36-3;198.6954;99.0138;Methanol/1-Butanol p127 1/2c
67-56-1;78-92-2;-90.4522;599.7362;Methanol/2-Butanol p128 1/2c
67-56-1;75-65-0;111.0867;-126.9594;Methanol/Tert-Butanol p131 1/2c
60-29-7;67-56-1;-253.0028;1244.4807;DiethylEther/Methanol p133 1/2c
67-56-1;110-63-4;229.8899;-248.6631;Methanol/1,4-Butanediol p138 1/2c
67-56-1;110-86-1;528.0041;-490.0939;Methanol/Pyridine p141 1/2c
542-92-7;67-56-1;218.7354;2387.2579;Cyclopentadiene/Methanol p144 1/2c
78-79-5;67-56-1;-54.1512;2623.4303;Isoprene/Methanol p145 1/2c
1574-41-0;67-56-1;100.1977;2415.397;1,3-Pentadiene(CIS)/Methanol p147 1/2c
2004-70-8;67-56-1;110.7037;2399.3197;Trans-1,3-Pentadiene/Methanol p148 1/2c
67-56-1;80-62-6;1094.7076;-24.9618;Methanol/MethylMethacrylate p152 1/2c
513-35-9;67-56-1;231.5055;2422.2404;2-Methyl-2-Butene/Methanol p154 1/2c
67-56-1;563-80-4;789.4824;-135.4059;Methanol/Methylisopropyl Ketone p155 1/2c
67-56-1;96-22-0;817.8733;-88.0385;Methanol/3-Pentanone p156 1/2c
67-56-1;110-89-4;-543.9877;8759.3917;Methanol/Piperidine p157 1/2c
1634-04-4;67-56-1;-444.5442;1494.9731;MethylTert-ButylEther/Methanol p160 1/2c
67-56-1;392-56-3;1995.3104;240.9048;Methanol/Hexafluorobenzene p170 1/2c
67-56-1;108-90-7;2084.4677;171.0466;Methanol/Chlorobenzene p174 1/2c
67-56-1;62-53-3;651.032;-100.1009;Methanol/Aniline p192 1/2c
67-56-1;109-06-8;-140.3975;541.0629;Methanol/2-Methylpyridine p195 1/2c
67-56-1;108-99-6;431.3115;-676.9524;Methanol/3-Methylpyridine p196 1/2c
67-56-1;108-89-4;-143.9626;504.3727;Methanol/4-Methylpyridine p198 1/2c
67-56-1;110-83-8;2339.5453;527.7379;Methanol/Cyclohexene p204 1/2c
67-56-1;110-82-7;2359.1063;743.3083;Methanol/Cyclohexane p211 1/2c
592-41-6;67-56-1;472.763;2045.1813;1-Hexene/Methanol p212 1/2c
67-56-1;123-86-4;1174.8439;-326.8491;Methanol/n-ButylAcetate p217 1/2c
67-56-1;110-54-3;2544.5566;1159.1406;Methanol/Hexane p224 1/2c
67-56-1;121-44-8;1694.1288;-1038.9916;Methanol/Triethylamine p226 1/2c
67-56-1;108-88-3;1794.6541;280.1956;Methanol/Toluene p236 1/2c
67-56-1;95-48-7;1793.4221;-1585.1597;Methanol/2-Methylphenol p238 1/2c
67-56-1;108-48-5;-97.0569;768.5834;Methanol/2,6-Dimethylpyridine p239 1/2c
67-56-1;592-76-7;2073.2479;693.9372;Methanol/1-Heptene p241 1/2c
67-56-1;108-87-2;2801.809;643.4775;Methanol/Methylcyclohexane p242 1/2c
67-56-1;142-82-5;2582.274;835.5861;Methanol/n-Heptane p243 1/2c
67-56-1;100-41-4;1881.0028;419.2436;Methanol/Ethylbenzene p245 1/2c
67-56-1;108-38-3;1797.9693;501.663;Methanol/m-xylene p246 1/2c
67-56-1;106-42-3;1840.5073;467.4656;Methanol/p-xylene p247 1/2c
67-56-1;111-66-0;2102.7026;735.1565;Methanol/1-Octene p248 1/2c
67-56-1;111-65-9;2529.8138;1015.2716;Methanol/Octane p249 1/2c
67-56-1;540-84-1;2449.655;694.6127;Methanol/2,2,4-Trimethylpentane p250 1/2c
67-56-1;112-53-8;679.7598;553.4018;Methanol/1-Dodecanol p252 1/2c
67-56-1;112-80-1;1268.1406;-453.5497;Methanol/Oleic Acid p253 1/2c
56-23-5;67-56-1;97.146;1882.8322;Tetrachloromethane/Methanol p279 1/2c
75-09-2;64-17-5;6.7977;1226.3325;Dichloromethane/Ethanol p284 1/2c
64-17-5;127-18-4;1300.7306;452.2952;Ethanol/Tetrachloroethylene p285 1/2c
64-17-5;75-05-8;338.1621;607.8083;Ethanol/Acetonitrile p289 1/2c
64-17-5;107-06-2;1127.3485;311.5541;Ethanol/1,2-Dichloroethane p292 1/2c
64-17-5;64-19-7;-183.5551;-38.3849;Ethanol/Acetic Acid p293 1/2c
64-17-5;107-21-1;-129.2043;1539.4142;Ethanol/1,2-Ethanediol p297 1/2c
124-40-3;64-17-5;54.1939;-1133.1788;Dimethylamine/Ethanol p299 1/2c
79-20-9;64-17-5;-34.6561;393.7135;MethylAcetate/Ethanol p315 1/2c
64-17-5;67-63-0;-258.969;477.1468;Ethanol/2-Propanol p317 1/2c
64-17-5;57-55-6;-82.8306;450.0867;Ethanol/1,2-Propanediol p319 1/2c
64-17-5;110-02-1;1222.6229;208.6395;Ethanol/Thiophene p320 1/2c
108-05-4;64-17-5;101.8376;792.0355;VinylAcetate/Ethanol p324 1/2c
64-17-5;78-93-3;694.0825;-149.7978;Ethanol/2-Butanone p327 1/2c
109-99-9;64-17-5;-290.6763;743.7329;Tetrahydrofuran/Ethanol p328 1/2c
64-17-5;123-91-1;447.1418;197.9989;Ethanol/1,4-Dioxane p331 1/2c
141-78-6;64-17-5;1.9964;671.5589;EthylAcetate/Ethanol p338 1/2c
64-17-5;126-33-0;756.0277;899.7508;Ethanol/Sulfolane p341 1/2c
64-17-5;110-91-8;-573.3858;993.487;Ethanol/Morpholine p345 1/2c
64-17-5;78-92-2;862.4408;-662.6378;Ethanol/2-Butanol p346 1/2c
60-29-7;64-17-5;-133.4676;1027.006;DiethylEther/Ethanol p347 1/2c
64-17-5;78-83-1;317.4759;-181.0696;Ethanol/2-Methyl-1-Propanol p349 1/2c
109-73-9;64-17-5;-460.4452;-152.0442;Butylamine/Ethanol p351 1/2c
109-89-7;64-17-5;1655.6748;-575.3447;Diethylamine/Ethanol p353 1/2c
64-17-5;110-86-1;41.4133;-41.6497;Ethanol/Pyridine p356 1/2c
78-79-5;64-17-5;165.1218;1882.0214;Isoprene/Ethanol p358 1/2c
64-17-5;80-62-6;799.2832;119.3206;Ethanol/MethylMethacrylate p363 1/2c
513-35-9;64-17-5;212.8335;2127.7251;2-Methyl-2-Butene/Ethanol p365 1/2c
64-17-5;563-80-4;952.0918;-356.5456;Ethanol/Methylisopropyl Ketone p366 1/2c
64-17-5;109-60-4;687.4968;278.0956;Ethanol/PropylAcetate p367 1/2c
78-78-4;64-17-5;329.338;2013.9507;2-Methylbutane/Ethanol p373 1/2c
109-66-0;64-17-5;267.74;1867.3772;n-Pentane/Ethanol p376 1/2c
64-17-5;123-51-3;39.5288;163.9351;Ethanol/3-Methyl-1-butanol p377 1/2c
64-17-5;108-86-1;1875.2021;304.6178;Ethanol/Bromobenzene p378 1/2c
64-17-5;108-90-7;1915.7495;129.7634;Ethanol/Chlorobezene p380 1/2c
64-17-5;71-43-2;1399.9279;207.3433;Ethanol/Benzene p406 1/2c
64-17-5;62-53-3;-15.7382;11303.1211;Ethanol/Aniline p410 1/2c
64-17-5;109-06-8;-54.0076;53.7986;Ethanol/2-Methylpyridine p411 1/2c
64-17-5;108-99-6;13.4183;-14.0113;Ethanol/3-Methylpyridine p412 1/2c
64-17-5;110-82-7;2115.9303;469.5182;Ethanol/Cyclohexane p419 1/2c
592-41-6;64-17-5;284.527;1972.6835;1-Hexene/Ethanol p420 1/2c
64-17-5;108-93-0;-111.5935;973.0365;Ethanol/Cyclohexanol p421 1/2c
64-17-5;123-86-4;628.1683;199.2178;Ethanol/ButylAcetate p424 1/2c
110-54-3;64-17-5;432.4113;1934.2154;n-Hexane/Ethanol p437 1/2c
64-17-5;111-43-3;1272.7034;-70.3142;Ethanol/Dipropylether p438 1/2c
64-17-5;121-44-8;1077.4399;-643.796;Ethanol/Triethylamine p440 1/2c
64-17-5;108-88-3;1556.4474;210.5219;Ethanol/Toluene p444 1/2c
64-17-5;100-66-3;36.0389;1973.1296;Ethanol/Anisole p445 1/2c
64-17-5;108-39-4;384.4596;-1345.6032;Ethanol/3-Methylphenol p446 1/2c
64-17-5;108-48-5;400.3109;-467.7627;Ethanol/2,6-Dimethylpyridine p447 1/2c
64-17-5;628-63-7;940.1564;-50.0958;Ethanol/Pentylacetate p449 1/2c
64-17-5;142-82-5;2063.8162;459.8293;Ethanol/Heptane p459 1/2c
64-17-5;100-41-4;1552.9319;237.8904;Ethanol/Ethylbenzene p460 1/2c
64-17-5;106-42-3;1487.8786;317.7784;Ethanol/P-xylene p461 1/2c
64-17-5;111-65-9;2066.1398;437.1305;Ethanol/Octane p466 1/2c
64-17-5;540-84-1;2256.1277;346.8967;Ethanol/2,2,4-Trimethylpentane p468 1/2c
64-17-5;544-76-3;2473.0823;566.327;Ethanol/Hexadecane p470 1/2c
64-17-5;112-80-1;901.1357;-267.6027;Ethanol/Oleicacid p471 1/2c
56-23-5;71-23-8;8.113;1922.2042;Tetrachloromethane/1-Propanol p472 1/2c
71-23-8;127-18-4;937.3551;462.0605;1-Propanol/Tetrachloroethylene p473 1/2c
79-01-6;71-23-8;203.5836;1045.4046;Trichloroethylene/1-Propanol p474 1/2c
107-06-2;71-23-8;412.6782;681.1391;1,2-Dichloroethane/1-Propanol p478 1/2c
71-23-8;64-19-7;7066.9493;-656.5328;1-Propanol/Acetic acid p479 1/2c
124-40-3;71-23-8;-387.4789;-296.9466;Dimethylamine/1-Propanol p484 1/2c
71-23-8;79-09-4;-42.8365;-174.6683;1-Propanol/Propionicacid p486 1/2c
67-63-0;71-23-8;-181.7135;181.9669;2-Propanol/1-Propanol p488 1/2c
71-23-8;109-86-4;749.4098;-316.367;1-Propanol/2-Methoxy-ethanol p490 1/2c
107-10-8;71-23-8;-200.814;-439.2018;Propylamine/1-Propanol p492 1/2c
71-23-8;79-41-4;-328.2718;219.5742;1-Propanol/Methacrylicacid p495 1/2c
78-93-3;71-23-8;72.2001;299.373;2-Butanone/1-Propanol p496 1/2c
109-99-9;71-23-8;-239.2854;489.2594;Tetrahydrofuran/1-Propanol p497 1/2c
109-69-3;71-23-8;136.2115;1510.3755;Butylchloride/1-Propanol p502 1/2c
71-23-8;78-83-1;557.9676;-475.4616;1-Propanol/2-Methyl-1-Propanol p505 1/2c
109-73-9;71-23-8;-331.0001;-335.7584;Butylamine/1-Propanol p510 1/2c
71-23-8;110-86-1;-334.9027;335.265;1-Propanol/Pyridine p513 1/2c
71-23-8;80-62-6;416.4613;195.3664;1-Propanol/Methylmethacrylate p514 1/2c
71-23-8;109-60-4;473.2961;-6.6597;1-Propanol/Propylacetate p517 1/2c
71-23-8;123-51-3;7.1877;21.9942;1-Propanol/3-Methylbutanol p521 1/2c
392-56-3;71-23-8;428.9413;1506.4333;Hexafluorobenzene/1-Propanol p526 1/2c
71-23-8;108-90-7;301.941;282.7762;1-Propanol/Chlorobenzene p527 1/2c
71-43-2;71-23-8;312.1615;996.2753;Benzene/1-Propanol p537 1/2c
71-23-8;109-06-8;-448.001;583.3658;1-Propanol/2-Methylpyridine p538 1/2c
71-23-8;108-99-6;-317.4484;319.0293;1-Propanol/3-Methylpyridine p539 1/2c
71-23-8;108-89-4;-466.4362;625.2762;1-Propanol/4-Methylpyridine p540 1/2c
110-82-7;71-23-8;-176.8307;2249.9342;Cyclohexane/1-Propanol p542 1/2c
71-23-8;106-36-5;3067.3388;-1157.6428;1-Propanol/Propylpropionate p545 1/2c
110-54-3;71-23-8;348.5686;1597.0679;Hexane/1-Propanol p550 1/2c
71-23-8;142-84-7;150.4368;-11.4124;1-Propanol/Dipropylamine p551 1/2c
121-44-8;71-23-8;-678.8111;1216.8556;Triethylamine/1-Propanol p552 1/2c
71-23-8;107-46-0;739.0782;406.714;1-Propanol/Hexamethyldisiloxane p555 1/2c
71-23-8;108-88-3;837.2353;300.7495;1-Propanol/Toluene p556 1/2c
71-23-8;108-48-5;-14.5692;-141.4123;1-Propanol/2,6-Dimethylpyridine p557 1/2c
71-23-8;142-82-5;1773.2912;574.0796;1-Propanol/Heptane p573 1/2c
71-23-8;100-41-4;916.6926;215.3795;1-Propanol/Ethylbenzene p574 1/2c
71-23-8;111-65-9;1117.6745;516.4849;1-Propanol/Octane p576 1/2c
71-23-8;124-18-5;1401.619;280.8638;1-Propanol/Decane p577 1/2c
71-23-8;112-30-1;175.9426;379.5002;1-Propanol/1-Decanol 579 1/2c
67-64-1;67-66-3;28.8819;-484.3856;Acetone/Chloroform
67-64-1;67-56-1;-161.8813;583.1054;Acetone/Methanol
67-64-1;64-17-5;201.6284;251.5554;Acetone/Ethanol
67-64-1;71-43-2;543.9352;-182.523;Acetone/Benzene
67-66-3;67-56-1;-351.1964;1760.6741;Chloroform/Methanol
67-66-3;64-17-5;-268.7696;1270.3897;Chloroform/Ethanol
67-66-3;71-43-2;-161.8065;49.601;Chloroform/Benzene
67-66-3;79-20-9;-497.9734;183.6587;Chloroform/Methylacetate
67-56-1;71-43-2;1734.4181;183.0383;Methanol/Benzene
64-17-5;71-43-2;1399.9279;207.3433;Ethanol/Benzene
67-56-1;64-17-5;-65.7022;143.6658;Methanol/Ethanol
56-23-5;71-43-2;47.5034;33.9946;Tetrachloromethane/Benzene p58 1/7
71-43-2;75-25-2;-347.6853;650.3158;Benzene/Tribromomethane p59 1/7
67-66-3;71-43-2;-161.8065;49.601;Chloroform/Benzene p72 1/7
74-88-4;71-43-2;113.3782;-12.2301;MethylIodide/Benzene p84 1/7
71-43-2;75-52-5;194.3877;666.2584;Benzene/Nitromethane p88 1/7
75-15-0;71-43-2;662.972;-39.9415;CarbonDisulfide/Benzene p90 1/7
76-13-1;71-43-2;296.5283;214.884;1,1,2-Trichloro-1,2,2-Trifluoroethane/Benzene p111 1/7
71-43-2;127-18-4;309.0186;-118.9592;Benzene/Tetrachloroethylene p112 1/7
71-43-2;79-01-6;-241.2617;299.3475;Benzene/Trichloroethylene p118 1/7
71-43-2;76-01-7;343.4482;-378.5292;Benzene/Pentachloroethane p119 1/7
71-43-2;79-34-5;-92.9354;-226.4063;Benzene/1,1,2,2-tetrachloroethane p120 1/7
71-55-6;71-43-2;-263.8246;317.645;1,1,1-trichloroethane/Benzene p121 1/7
71-43-2;106-93-4;212.1963;-16.0736;Benzene/1,2-Dibromoethane p136 1/7
71-43-2;107-06-2;195.292;-130.7975;Benzene/1,2-Dichloroethane p158 1/7
75-03-6;71-43-2;185.0848;298.1172;EthylIodide/Benzene p160 1/7
71-43-2;123-39-7;177.3275;1970.9703;Benzene/n-Methylformamide p161 1/7
71-43-2;79-24-3;-105.3359;591.7991;Benzene/Nitroethane p163 1/7
71-43-2;67-68-5;111.431;966.0527;Benzene/Dimethylsulfoxide p166 1/7
71-43-2;107-15-3;490.0693;560.0207;Benzene/Ethylenediamine p170 1/7
71-43-2;68-12-2;-209.703;686.8662;Benzene/n,n-dimethylformamide p184 1/7
71-43-2;108-03-2;641.4922;-124.718;Benzene/1-Nitropropane p185 1/7
71-43-2;79-46-9;-281.4475;958.4486;Benzene/2-Nitropropane p186 1/7
71-43-2;110-02-1;316.8438;-166.7836;Benzene/Thiophene p188 1/7
71-43-2;126-33-0;571.0007;515.5025;Benzene/Sulfolane p191 1/7
109-73-9;71-43-2;137.0632;10.9401;Butylamine/Benzene p201 1/7
75-64-9;71-43-2;569.9558;-133.4153;Tert.Butylamine/Benzene p202 1/7
109-89-7;71-43-2;-46.7376;57.4768;Diethylamine/Benzene p207 1/7
71-43-2;110-86-1;-227.3437;423.2812;Benzene/Pyridine p221 1/7
71-43-2;392-56-3;-332.9811;701.5423;Benzene/Hexafluorobenzene p226 1/7
71-43-2;106-46-7;-408.0546;1013.384;Benzene/P-Dichlorobenzene p238 1/7
71-43-2;108-86-1;-541.1736;1468.8113;Benzene/Bromobenzene p241 1/7
71-43-2;108-90-7;-291.7962;591.6755;Benzene/Chlorobenzene p251 1/7
71-43-2;462-06-6;988.8587;-615.4317;Benzene/Fluorobenzene p252 1/7
71-43-2;98-95-3;-248.337;1104.5772;Benzene/Nitrobenzene p254 1/7
71-43-2;62-53-3;-8.3413;604.6308;Benzene/Aniline p266 1/7
71-43-2;108-91-8;-675.5901;2074.719;Benzene/Cyclohexylamine p274 1/7
71-43-2;121-44-8;189.7536;-63.6581;Benzene/Triethylamine p277 1/7
71-43-2;100-47-0;-289.9707;1060.6718;Benzene/Benzonitrile p278 1/7
71-43-2;108-88-3;377.976;-354.9859;Benzene/Toluene p301 1/7
71-43-2;100-60-7;293.2801;-142.8208;Benzene/n-Methylcyclohexylamine p304 1/7
71-43-2;100-42-5;-289.0726;569.6908;Benzene/Styrene p305 1/7
71-43-2;100-41-4;-430.7138;1063.2981;Benzene/Ethylbenzene p306 1/7
71-43-2;108-38-3;803.5574;-570.3291;Benzene/m-Xylene p307 1/7
71-43-2;106-42-3;-0.0399;5.1147;Benzene/p-Xylene p310 1/7
71-43-2;91-66-7;-145.9492;602.8251;Benzene/n,n-Diethylaniline p312 1/7
71-43-2;98-82-8;-300.1758;1320.6592;Benzene/Isopropylbenzene p322 1/7
71-43-2;103-65-1;-349.3013;895.5382;Benzene/Propylbenzene p323 1/7
71-43-2;92-52-4;-462.517;9303.1133;Benzene/Biphenyl p324 1/7
71-43-2;92-06-8;391.5215;-230.8556;Benzene/m-Terphenyl p327 1/7
56-23-5;108-88-3;-129.1578;193.012;Tetrachloromethane/Toluene p351 1/7
67-66-3;108-88-3;-365.8311;552.1459;Chloroform/Toluene p352 1/7
75-15-0;108-88-3;1143.7143;-669.0945;CarbonDisulfide/Toluene p356 1/7
79-01-6;108-88-3;-155.6623;116.5756;Trichloroethylene/Toluenep 370 1/7
75-05-8;108-88-3;1076.8346;-0.8703;Acetonitrile/Toluene p373 1/7
624-83-9;108-88-3;-324.5254;1631.1669;MethylIsocyanate/Toluene p376 1/7
107-06-2;108-88-3;-259.7091;541.9318;1,2-Dichloroethane/Toluene p384 1/7
108-88-3;79-24-3;-132.3833;709.0904;Toluene/ Nitroethane p385 1/7
108-88-3;67-68-5;124.4232;1331.2819;Toluene/Dimethylsulfoxide p386 1/7
108-88-3;107-15-3;263.5715;852.4958;Toluene/Ethylenediamine p387 1/7
107-12-0;108-88-3;794.4377;-171.5587;Propionitrile/Toluene p388 1/7
108-88-3;68-12-2;983.7811;27.1682;Toluene/n,n-Dimethylformamide p394 1/7
110-02-1;108-88-3;117.6916;194.9321;Thiophene/Toluene 395 1/7
108-88-3;126-33-0;-546.4723;14731.2741;Toluene/Sulfolane p399 1/7
109-89-7;108-88-3;-481.3134;480.7524;Diethylamine/Toluene p400 1/7
108-88-3;110-86-1;-206.6019;408.7559;Toluene/Pyridine p407 1/7
392-56-3;108-88-3;1637.8487;-684.8044;Hexafluorobenzene/Toluene p414 1/7
108-88-3;108-86-1;-193.2361;189.9965;Toluene/Bromobenzene p415 1/7
108-88-3;108-90-7;-27.8049;2.0364;Toluene/Chlorobenzene p417 1/7
462-06-6;108-88-3;-168.2744;259.7232;Fluorobenzene/Toluene p421 1/7
108-88-3;98-95-3;-139.1451;633.7697;Toluene/Nitrobenzene p422 1/7
108-88-3;62-53-3;1011.4228;86.8982;Toluene/Aniline p431 1/7
108-88-3;109-06-8;-69.794;367.0077;Toluene/2-Methylpyridine p432 1/7
